TotalSpectrum-x_point	TotalSpectrum-y_point	TotalSpectrum-x_line	TotalSpectrum-y_line	Subspectrum2-x_line	Subspectrum2-y_line
-0.733008	29590	-0.733008	29981	-0.733008	29981
-0.713525	30007	-0.713525	29965.6	-0.713525	29965.6
-0.694015	30221	-0.694015	29948.7	-0.694015	29948.7
-0.674479	29537	-0.674479	29930	-0.674479	29930
-0.654917	30306	-0.654917	29909.3	-0.654917	29909.3
-0.635331	29950	-0.635331	29886.3	-0.635331	29886.3
-0.615721	30095	-0.615721	29860.6	-0.615721	29860.6
-0.596088	29859	-0.596088	29831.9	-0.596088	29831.9
-0.576432	29668	-0.576432	29799.6	-0.576432	29799.6
-0.556754	29443	-0.556754	29763.1	-0.556754	29763.1
-0.537056	29715	-0.537056	29721.7	-0.537056	29721.7
-0.517337	29494	-0.517337	29674.6	-0.517337	29674.6
-0.497599	29975	-0.497599	29620.6	-0.497599	29620.6
-0.477842	29266	-0.477842	29558.4	-0.477842	29558.4
-0.458068	29497	-0.458068	29486.3	-0.458068	29486.3
-0.438276	29407	-0.438276	29402.3	-0.438276	29402.3
-0.418467	29077	-0.418467	29303.9	-0.418467	29303.9
-0.398643	29005	-0.398643	29187.7	-0.398643	29187.7
-0.378803	28963	-0.378803	29049.8	-0.378803	29049.8
-0.35895	29122	-0.35895	28885.1	-0.35895	28885.1
-0.339083	28582	-0.339083	28687.4	-0.339083	28687.4
-0.319203	28271	-0.319203	28449.6	-0.319203	28449.6
-0.299311	28279	-0.299311	28163.5	-0.299311	28163.5
-0.279408	27864	-0.279408	27821	-0.279408	27821
-0.259494	27798	-0.259494	27416.7	-0.259494	27416.7
-0.23957	26782	-0.23957	26951.6	-0.23957	26951.6
-0.219638	26584	-0.219638	26440.6	-0.219638	26440.6
-0.199697	25644	-0.199697	25918.6	-0.199697	25918.6
-0.179749	25535	-0.179749	25442.1	-0.179749	25442.1
-0.159794	25044	-0.159794	25076.5	-0.159794	25076.5
-0.139833	24887	-0.139833	24872.7	-0.139833	24872.7
-0.119866	24851	-0.119866	24847.6	-0.119866	24847.6
-0.099896	25142	-0.099896	24985.2	-0.099896	24985.2
-0.079921	25048	-0.079921	25252.7	-0.079921	25252.7
-0.059943	25642	-0.059943	25616.8	-0.059943	25616.8
-0.039963	26100	-0.039963	26047.4	-0.039963	26047.4
-0.019982	26563	-0.019982	26512.9	-0.019982	26512.9
0	27139	0	26979.7	0	26979.7
0.019982	27031	0.019982	27418.6	0.019982	27418.6
0.039963	27769	0.039963	27811.1	0.039963	27811.1
0.059943	28134	0.059943	28150.2	0.059943	28150.2
